group,level,student_id,time_index,n_timepoints,gpa,gpa_time_varying,katz_direction,avg_friend_gpa,katz_centrality,in_degree,out_degree
school,high_school,school_243,0,6,4.0,True,outgoing_original_ties,3.9166666666666665,0.019912112357831347,7,3
school,high_school,school_244,0,6,4.142857142857143,True,outgoing_original_ties,,0.014292693865292874,0,0
school,high_school,school_245,0,6,5.0,True,outgoing_original_ties,,0.014292693865292874,0,0
school,high_school,school_246,0,6,4.571428571428571,True,outgoing_original_ties,4.0095238095238095,0.03447665365895649,11,5
school,high_school,school_247,0,6,3.3333333333333335,True,outgoing_original_ties,3.9375,0.018684024407924316,0,2
school,high_school,school_248,0,6,4.5,True,outgoing_original_ties,,0.014292693865292874,1,0
school,high_school,school_249,0,6,3.75,True,outgoing_original_ties,3.944196428571429,0.030467530877317635,2,8
school,high_school,school_250,0,6,4.25,True,outgoing_original_ties,,0.014292693865292874,0,0
school,high_school,school_251,0,6,3.625,True,outgoing_original_ties,3.7321428571428568,0.039880394684657934,9,5
school,high_school,school_252,0,6,4.428571428571429,True,outgoing_original_ties,4.857142857142857,0.018123565803880505,2,1
school,high_school,school_253,0,6,4.666666666666667,True,outgoing_original_ties,4.0,0.023359068398981345,0,1
school,high_school,school_254,0,6,3.625,True,outgoing_original_ties,3.6642857142857137,0.0806124434387445,16,5
school,high_school,school_255,0,6,5.0,True,outgoing_original_ties,,0.014292693865292874,0,0
school,high_school,school_256,0,6,4.0,True,outgoing_original_ties,3.7857142857142856,0.02158082587076561,0,2
school,high_school,school_257,0,6,3.5,True,outgoing_original_ties,,0.014292693865292874,1,0
school,high_school,school_258,0,6,4.142857142857143,True,outgoing_original_ties,,0.014292693865292874,0,0
school,high_school,school_259,0,6,4.666666666666667,True,outgoing_original_ties,,0.014292693865292874,2,0
school,high_school,school_260,0,6,4.333333333333333,True,outgoing_original_ties,,0.014292693865292874,0,0
school,high_school,school_261,0,6,4.428571428571429,True,outgoing_original_ties,4.0,0.02242034983769687,0,3
school,high_school,school_262,0,6,3.25,True,outgoing_original_ties,4.03125,0.05510178484163589,3,4
school,high_school,school_263,0,6,3.5,True,outgoing_original_ties,3.75,0.019525441644338094,0,1
school,high_school,school_264,0,6,4.125,True,outgoing_original_ties,3.5625,0.03898032346906532,0,4
school,high_school,school_265,0,6,3.857142857142857,True,outgoing_original_ties,3.9496753246753245,0.0640991086926481,0,11
school,high_school,school_266,0,6,3.375,True,outgoing_original_ties,3.765625,0.04716305087341536,11,8
school,high_school,school_267,0,6,3.375,True,outgoing_original_ties,,0.014292693865292874,0,0
school,high_school,school_268,0,6,3.5,True,outgoing_original_ties,,0.014292693865292874,0,0
school,high_school,school_269,0,6,3.625,True,outgoing_original_ties,3.4523809523809526,0.0579006051427102,11,6
school,high_school,school_270,0,6,4.125,True,outgoing_original_ties,3.375,0.04556458598872525,0,4
school,high_school,school_271,0,6,4.833333333333333,True,outgoing_original_ties,,0.014292693865292874,0,0
