level,n_new_ties,n_dropped_ties,mean_gap_new,mean_gap_dropped,diff,t_stat,p_value
high_school,7446,5987,0.5727899607331517,0.5829177503638836,-0.01012778963073191,-1.3326698523074494,0.182664083983168
university,100439,98323,1.1559543603580282,1.1766265268553644,-0.020672166497336164,-5.141832248681456,2.7232940841929267e-07
