phi_frac,n,katz_coef,katz_se,katz_pval,r2
0.05,2088,0.006025540647043942,0.010806206820522997,0.5771175739302863,0.9100593855100252
0.2,2088,0.015211952693318612,0.011171510102041008,0.17330085095396308,0.9100800908785454
0.4,2088,0.018281014461869582,0.01070825443386582,0.08778692400206545,0.9101100587998865
0.6,2088,0.014839769651400972,0.008981957230125046,0.09849877997079365,0.9101219305676571
0.8,2088,0.010346182499864189,0.0068137519285679645,0.12890687814992552,0.9101223929708482
0.95,2088,0.007008602402602015,0.005202407059775837,0.1779208033040539,0.9101155473066821
